id,url1,url2,confidence,recognized,responseTime,detectedUrl1,detectedUrl2,sureRecognized
33,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777405/czyg5idrfmlos9y3ydxk.png,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777882/ctovd0dzttxyghomhkjz.jpg,85.224,1,3337,1,1,1
34,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777406/faqzjsngk7ukmxpolbig.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777884/ieppxwnf2nahlax7yxpa.jpg,92.435,1,3469,1,1,1
35,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777415/xn3ttuureoutjcewlm3b.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777886/ovgy3momlknrul9jttt4.jpg,91.021,1,3420,1,1,1
36,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777419/qe5ol2vpcbodgrus0ily.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777889/mzpop2drsql19jerj5jv.jpg,92.587,1,3460,1,1,1
37,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777422/ol9qrudmmnxwmjsx7kor.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777891/nhayuzmdty3kgfqjbvmi.jpg,90.537,1,3447,1,1,1
38,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777424/yl6rpbcey3ifb9asrtl6.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777893/m8lfepvf1i6f1eqci35p.jpg,93.221,1,3357,1,1,1
39,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777428/ushg5qvsbvbah23ssa2o.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777894/xs6ox10jpgi0tyf5im6w.jpg,91.095,1,3545,1,1,1
3,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777432/y5yednph0jcn4hnonldd.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777897/ceadvfd0637c2csdmbqq.jpg,91.134,1,4183,1,1,1
40,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777437/ysnftslmcwgipokvs8jy.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777901/xgyndyqnqwkjsahodsnl.jpg,93.464,1,3565,1,1,1
41,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777443/c8cwchfthtzlvnqxgaor.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777903/syhc8um2pf4hrlev764h.jpg,93.389,1,3660,1,1,1
4,http://res.cloudinary.com/dnzfxbo7p/image/upload/v1520789923/4_.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777905/h1g9otjsqnvoolasnxqc.jpg,89.166,1,3332,1,1,1
5,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777451/rqnxyzxrq4jgtqbmeljt.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777907/p2zqoymzwwsvaxfmgvmz.jpg,89.697,1,3296,1,1,1
6,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777453/htxuguocu00uqblvosgm.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777909/jvwxqfmzk9aomj6ba6d1.jpg,86.887,1,3304,1,1,1
7,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777454/jakzg5i4ymeautw8izfa.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777911/caawlwx5lnmfbmarlcsb.jpg,87.547,1,5000,1,1,1
8,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777459/pwagdre28qftcwuxlgy8.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777913/tzxb3lqgjut0khhd894n.jpg,91.816,1,3358,1,1,1
9,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777472/apgzhjlwurqix8rjcyp9.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777916/bj2yklbxen1u1zgbuwvn.jpg,87.706,1,2921,1,1,1
