id,url1,url2,confidence,recognized,responseTime,detectedUrl1,detectedUrl2,sureRecognized
36,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777419/qe5ol2vpcbodgrus0ily.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777959/hl03p2ean626fyhlzhax.jpg,85.012,1,1543,1,1,1
37,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777422/ol9qrudmmnxwmjsx7kor.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777960/kec7wwv57r83ztrte8ck.jpg,91.116,1,1684,1,1,1
38,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777424/yl6rpbcey3ifb9asrtl6.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777961/t39tl1m8hgoulgxhvskk.jpg,92.476,1,1536,1,1,1
39,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777428/ushg5qvsbvbah23ssa2o.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777962/b1iqw8zt9lugiebohc6h.jpg,91.52,1,1638,1,1,1
3,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777432/y5yednph0jcn4hnonldd.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777963/uqotqsfmgfi4bhvz4rpt.png,86.125,1,1617,1,1,1
40,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777437/ysnftslmcwgipokvs8jy.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777964/xlqo0pxu5o1qwv8sdrzr.jpg,88.942,1,1609,1,1,1
4,http://res.cloudinary.com/dnzfxbo7p/image/upload/v1520789923/4_.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777965/h2ewyyfvxr1pmomctwix.jpg,92.207,1,1607,1,1,1
6,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777453/htxuguocu00uqblvosgm.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777966/bfxzszz4gw4jnf4dtbl6.jpg,87.172,1,1542,1,1,1
7,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777454/jakzg5i4ymeautw8izfa.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777968/iiukgh74phurbt8okacg.png,87.417,1,1600,1,1,1
8,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777459/pwagdre28qftcwuxlgy8.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777969/hkbacy8eqpj7ccolxgin.jpg,84.154,1,2992,1,1,1
9,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777472/apgzhjlwurqix8rjcyp9.jpg,https://res.cloudinary.com/dnzfxbo7p/image/upload/v1520777971/ducqbxt1rub5vhhigjcm.jpg,57.821,0,1658,1,1,0
